官方回应“抢甘蔗”事件：登门向老人道歉，终止与涉事公司合作,责任编辑：校对危卓7日上午，水果店王先生告诉新京报记者，今天一早，他赶往老人家里询问情况，老人老伴表示，老人已经被附近一位热心商户拉到自己门面里卖甘蔗去了。12月6日晚，南通市海门区三星镇政府发布情况说明称，经三星镇政府核实，身着制服的为第三方市容公司人员，其现场处置过程简单粗暴。7日，海门区政府对后续处理作出说明，目前，已终止与该公司合作，区纪委介入调查，对镇政府及城管部门相关责任人启动问责程序。三星镇政府将登门向老人致歉。另外，一位开水果店的王先生告诉新京报记者，很多老人会在家里种一两亩甘蔗，带到街上自己卖。“本地的甘蔗比较小，水果店一般不卖。很多老人都是在路边上卖。”有现场目击者透露，老人被搬走甘蔗的主要原因可能是涉嫌占道经营。他表示，“大概三四年前，我们这个地方就开始有城管巡逻了，所以现在流动商铺是不允许经营的，但是时常还可以看到有些老人推着小车在市场上售卖。”王先生表示，当时没有发生推搡的情况。甘蔗被没收后，老人独自站在街口哭了两三分钟。“我们觉得老人很不容易，几个店主还在说要组建一个甘蔗群，以后不要让老人在街上卖了，如果有要买甘蔗的，直接在群里下单就好了。”现场目击者王先生告诉新京报记者，事发地点位于海门区现代大道叠石桥百汇小区西南侧的市场附近，城管人员每天都会来巡逻。6日中午，大概有20多个穿着“静通市容”制服的工作人员，“他们一看到卖甘蔗的老人骑着车子过来，就冲上去把老人的甘蔗没收了，中间并无沟通劝阻。”网传视频显示，多名身穿“静通市容”制服的工作人员围着一个推自行车售卖甘蔗的老人，将老人的甘蔗全部搬走，之后乘坐一辆写有“静通市容”的车离开。老人站在原地失声痛哭。新京报讯（记者吴梦真实习生孙卿悦）12月6日，江苏南通海门区三星镇，多名身穿市容制服的工作人员围抢路边卖甘蔗老人的甘蔗，此事引发关注。7日，三星镇政府工作人员表示，身着制服的为第三方市容公司人员，目前，已终止与该公司合作。海门区政府对后续处理作出说明，区纪委介入调查，对镇政府及城管部门相关责任人启动问责程序，三星镇政府将登门向老人致歉。7日上午，水果店王先生告诉新京报记者，今天一早，他赶往老人家里询问情况，老人老伴表示，老人已经被附近一位热心商户拉到自己门面里卖甘蔗去了。原标题：官方回应“抢甘蔗”事件：登门向老人道歉，终止与涉事公司合作,['6457']
title,content,reading
南通涉事市容公司称“强夺老人甘蔗”视频断章取义：已报警,"责任编辑：上海大邦律师事务所律师丁金坤告诉澎湃新闻，在这起新闻事件中，当地政府执法外包，缺乏法律依据。根据《行政处罚法》第20条、第21条规定，行政机关不得委托其他组织或者个人实施行政处罚，委托行政机关对受委托组织实施行政处罚的行为应当负责监督，并对该行为的后果承担法律责任。政府购买服务的第三方市容管理公司工作人员有无执法权？7日，澎湃新闻刊发评论称，无论是作为行政强制措施的“扣押”行为，还是作为行政处罚措施的“没收”行为，我国法律都明确只能由执法机关的国家工作人员来行使，不能够由企业的员工来“执法”，这是我国《行政处罚法》《行政强制法》的明确规定。当地政府与江苏静通市容管理服务有限公司签订协议，购买服务，要求“静通市容”“按合同承担市容管理相关工作”，执法权是不能因为一纸协议授予“公司临时工”来行使。工商信息显示，江苏静通市容管理服务有限公司成立于2017年07月7日，注册地位于南通市海门区三星镇，法定代表人为张某鲲。经营范围包括（治理）城市乱涂、乱画、乱扔杂物、乱倒渣土、乱贴小广告的市容管理服务；城市市容协调检查服务等。7日，事发地南通海门三星镇镇长袁卫涛回应澎湃新闻称，视频中着制服人员属政府购买服务的第三方市容管理公司，已约谈公司，对责任人暂停工作。并将于7日登门拜访当事人，向其道歉。稍早前，6日深夜，三星镇政府通过官方微信发布情况通报称，经三星镇政府核实，身着保安制服的为该镇购买服务的第三方市容公司人员，按合同承担市容管理相关工作。其现场处置过程简单粗暴，与约定工作要求格格不入。“对此我们深感痛心，同时对相关人员的行为给老人造成的伤害，深表歉意。”通报称，目前，该镇已暂停该公司相关责任人员工作，启动程序开展调查，并依照规定进行问责。7日，南通市公安局三星镇派出所一位接警员告诉澎湃新闻，6日事发时，有人报警，警方曾出警协调解决。“当时，他们（静通市容管理服务有限公司）正在执行公务。”前述工作人员还表示，在当地农贸市场，专门为农民设置了自产自销区，当地农户要卖东西都可以去那，也不收摊位费。但是视频中的老人为了多卖甘蔗，推车在街头售卖。在此之前，市容管理员见到老人售卖后曾多次劝阻，但老人没有听从，市容管理员才多人将甘蔗拿走。张先生称，目前对甘蔗等只是暂扣，只要老人写了保证书不再沿街售卖后，就会将甘蔗还给老人。澎湃新闻要求前述工作人员提供原视频证实上述说法，前述工作人员表示，“现在正在忙，我正在处理”。针对该视频内容，12月7日上午，江苏静通市容管理服务有限公司一位工作人员告诉澎湃新闻（www.thepaper.cn）,公司已向海门当地警方报警，“视频断章取义，声音是后期加工上去的，我们工作属于正常管理流动摊贩，当时我们对他暂时扣留物品，视频网站是为了博取流量，现在（我们）正在处理”。12月6日晚，一则关于“南通市容管理人员当街抢夺卖甘蔗老人的甘蔗”视频在网上流传。网传视频显示，多名身穿带有“静通市容”字样服装的人员围住一名推着单车的男子，并拿走车筐里的甘蔗，男子发出哭喊声。市容管理人员抢夺老人甘蔗不顾老人哭喊？原标题：南通涉事市容公司称“强夺老人甘蔗”视频断章取义：已报警",['106万']
title,content,reading
文旅部通报“蔡某某演唱会违规演出”爆了，涉事公司被罚7万,责任编辑：资料来源：文旅之声、北京市文化和旅游局官网、微博评论采写：南都记者冯奕然文化和旅游部文化市场综合执法监督局有关负责人介绍，下一步将继续指导各地文化市场综合执法队伍推进文娱领域综合治理有关工作，加强演出市场执法监管，持续做好违规演出内容营业性演出活动查处工作，切实维护风清气正的社会文化环境。艺人蔡某某的代理公司上海某某文化发展有限公司未取得《营业性演出许可证》，不具备演员经纪机构合法资质，利用其独占性艺人资源，在该艺人巡回演唱会北京站演出活动中，实际负责演出内容、演出票务、收入结算等营业性演出经营活动，并存在侵害公众正常购票观演权益的风险。对其未经许可擅自从事营业性演出经营活动的行为，北京市文化和旅游局于今年11月依法作出罚款的行政处罚。天津某文化艺术发展有限公司未取得《营业性演出许可证》，在天津市某酒吧举办名为“绑定派对”的演出活动，表演伴随着DJ音乐对女性实施捆绑、滴蜡、抽打等性虐待行为的内容，显著危害社会公德。对其未经许可擅自从事营业性演出经营活动且营业性演出有《营业性演出管理条例》禁止内容的行为，天津市文化和旅游局于今年8月依法作出罚款的行政处罚。安徽省淮北市相山区某音乐餐厅在未取得当地文化和旅游行政部门批准文书的情况下，擅自在其场所内举办“八一建军节大型主题派对”活动，以建军节为噱头吸引观众，且现场演出节目中包含低俗违规内容，造成恶劣社会影响。对其未经批准举办营业性演出的行为，安徽省淮北市文化旅游体育局于今年8月依法给予其罚款和吊销《营业性演出许可证》的行政处罚。山西晋城某酒吧并非演出场所经营单位，未取得《营业性演出许可证》，也未委托有资质的演出经纪机构举办演出，却擅自举办演出活动，还曾邀请网红郭某某参加，后因郭某某被公安机关逮捕未能成功。对其未经许可擅自从事营业性演出经营活动的行为，山西省晋城市文化和旅游局于今年4月依法作出没收演出器材和罚款的行政处罚。陕西西安某酒吧并非演出场所经营单位，未取得《营业性演出许可证》，也未委托有资质的演出经纪机构举办演出，却擅自举办艺人王某（艺名“PGxxx”）参加的演出活动，引起不良社会反响。对其未经许可擅自从事营业性演出经营活动的行为，陕西省西安市文化和旅游局于今年3月依法作出罚款的行政处罚。此外，文化和旅游部还通报了今年部分演出市场典型指导案例，具体情况如下：文化和旅游部具体指导有关地区及时处置多起利用庆祝中国共产党成立100周年牟利的演出活动，严格规范相关商业营销宣传行为，为庆祝活动营造良好的社会氛围和文化市场环境。对北京市某魔术城以“庆祝建党100周年演出活动”为名出售演出门票，北京市某戏剧酒吧在“七一”期间筹办赵某某联合编剧、导演和主演的红色经典题材话剧演出牟利，江苏某某文化体育发展有限公司在江苏扬州筹办“西某酒庆祝建党100周年文艺演出”等事件，均已部署当地执法队伍加强对经营单位的教育指导，落实整改措施。据统计，自2021年5月1日至10月31日期间，各地文化市场综合执法队伍针对演出市场出动执法人员5.3万余人次，检查经营单位1.8万余家次，责令改正66家次，办结案件153件。据“文旅之声”消息，近一段时间以来，文娱领域频繁出现艺人违法失德、“饭圈”乱象等问题，败坏行业形象，损害社会风气，对演出市场造成较大冲击，文化和旅游部部署各地文化市场综合执法队伍加强对艺人经纪公司、演出经纪机构和营业性演出活动的执法检查，密切关注违背社会主义核心价值观、危害社会公德或者民族优秀文化传统、违反公序良俗、畸形审美等不良演出行为，严查违法违规营业性演出活动。北京文旅局的结果公示。南都记者查询北京文旅局的官网获悉，7月15日，北京文旅局公布了结果公示，批准永稻星（北京）文化娱乐有限公司申请举办蔡徐坤「迷」2021巡回演唱会（北京站）。蔡徐坤演唱会的举办单位为永稻星（北京）文化娱乐有限公司。公开资料显示，蔡徐坤北京演唱会于2021年7月17日在北京凯迪拉克中心举行。演唱会的主办单位包括永稻星（北京）文化娱乐有限公司和上海圣臻文化发展有限公司。11月4日，北京市文化和旅游局对上海圣臻文化发展有限公司作出行政处罚。北京市文化和旅游局官网近期的行政处罚通报。南都记者查询北京市文化和旅游局官网的行政处罚通报发现，符合“今年11月”、且处罚对象为“上海某某文化发展有限公司”的中只有一条，那就是北京市文化和旅游局今年11月4日对上海圣臻文化发展有限公司做出的罚款处罚，处罚事由为擅自从事营业性演出经营活动，处罚结果为罚款人民币7万元。对于涉事公司未经许可擅自从事营业性演出经营活动的行为，文旅部指出，北京市文化和旅游局于今年11月依法作出罚款的行政处罚。网友纷纷猜测称案例中的“蔡某某”是艺人蔡徐坤，也有不少网友指出，通报说的是针对蔡某某的代理公司未经许可擅自从事营业性演出经营活动而被处罚，与蔡某某无关。12月7日，#蔡某某演唱会违规演出#冲上微博热搜，话题热度达到了“爆”。该话题内容主要是，文旅部近日通报了今年演出市场典型指导案例，其中包括艺人蔡某某的代理公司上海某某文化发展有限公司未取得《营业性演出许可证》，在该艺人巡回演唱会北京站演出活动中，实际负责演出内容、演出票务、收入结算等营业性演出经营活动，并存在侵害公众正常购票观演权益的风险。原标题：文旅部通报“蔡某某演唱会违规演出”爆了，涉事公司被罚7万,['1.2万']
title,content,reading
,责任编辑：说到底，文明从来都靠倡导而非强制，学校靠通报、处分换不来学生的尊重。一些高校在提升学生的文明素养前，还是先以身作则，压抑住蠢蠢欲动的官僚主义冲动吧。大学之大，在于用现代文明培养具备洞察力、批判力、知识分子品格的大学生。在这个前提下，“文明素养教育”对于大学生而言，是一种心之所向、素履以往的追求，是一种耳濡目染、主动靠近的氛围，而非“给领导问好、按电梯”的生硬、教条。“大学生未向领导问好被通报不文明”，被舆论解读为教科书式的官僚主义。而要祛除官僚主义流毒对大学校园的侵蚀，找回象牙塔该有的纯净，需要高校从上到下改变官本位的思想，让大学精神回归本位。这则翻车的通报对准的虽然是高校管理的疏失，但是与学生干部耍官威事件相互映照，折射出来都是被官僚主义侵蚀后畸形的校园生态。某种程度来说，从这则翻车的通报上，我们能找到学生干部乐于耍官威的答案——身处一个高度官僚化、世俗化的环境，大学生们自然容易上行下效、有样学样。这也说明，根治官僚主义，根子就在高校本身。官僚主义流毒大学校园，舆论并不陌生。此前，“霸气学姐查寝室”“杨主席是你们直接@的？”“学生写错学生会干部名字被罚写50遍”“中山大学任命‘正副部长级’学生干部”，这些让人震惊的学生干部耍官威事件虽然发生在不同高校，但是背后折射出的大学精神丧失，高校学生会行政化、官僚化现象一直被舆论所诟病。一个学校也好，整个社会也好，文明素养的提升，靠的是润物细无声的教育和历久弥新的教化，而非运动式、一阵风的治理。把“文明素养教育”简单粗暴地异化为给老师领导“问好、按电梯”，提升不了学生的文明素养，更像是在培养一味顺从的学生，在他们身上满足自己权力的欲望，也是对学生人格的贬损。大学领导不能把自己当成高高在上的“土皇帝”，在自己的一亩三分地为所欲为。学生的文明素养难道要体现在服务老师、阿谀领导上？对于“文明素养教育”理解得如此粗鄙，不知道这所高校到底想要培养出什么样的人才？尊重是相互的，没有向领导、老师打招呼就要被批评，那是不是也得问一下，领导没有向学生打招呼，是不是也得通报批评？从一些在网络上流传、未经官方证实的截图来看，这所学校的某学院还面向入党积极分子设置了文明素养劝导岗，主要职责是提醒乘坐电梯的同学向老师问好、给老师们按电梯；甚至还会下发校领导的照片，要求“每个人都要熟记认识”……都2021年了，很难想象这样的操作，会在一所现代化高校里真实上演。高校为了提升学生素质，开展文明素养教育，原本也无可厚非；尊重老师，待人接物有礼貌，也是社会所推崇的个人素养，但是高校用行政手段来强制学生执行，就走了形、变了味儿。因为学生没和领导、老师打招呼就被通报批评，湖南这所大学所谓的“文明素养教育”的内核更像是被官僚主义、形式主义层层包裹的驯化教育。“对学校领导、对老师不懂礼仪，有的低头，有的继续打电话”，近日，湖南某大学多名学生因未向校领导、老师问好被学校相关部门以“不文明行为”的名义向全校进行通报批评。此外，一些“未请假未归寝”的学生也在通报批评之列。通报显示，“望各部门对学生严肃批评教育”“下大力气及时整改”。对此，学校回应称，对通报文件的真实性不便回应，该事件系文明素养教育过程中出现理解误差，目前正处理此事。文|和光原标题：学生未向领导问好被通报批评，到底谁不文明？,['12万']
title,content,reading
合肥从18楼顶扔下幼童的嫌犯系低保户，保障原因为“精残”,责任编辑：梁树基坦言，如何让关心抵达人心，这是所有开展精神病患者看护帮扶工作最应该思考的问题。比如，通过引导精神病患者就业，使他们在工作中获得成就感、满足感和个人价值。“有时，这比吃药更有用，吃药有副作用，在有成就和满足感后，他会告诉自己要积极克服不良情绪，学会对自己负责。”他说。“在管控的同时，也要考虑人文关怀。”梁树基称，大多数精神病患者不希望暴露自己的病史和隐私，更不希望在接受看护和帮助时，感受到“自己是危险的、需要监管的”。梁树基所在的专门提供社区精神健康服务机构，通过政府购买服务的形式正在向社区提供精神健康服务，目前该机构已运行23年。黄雪涛介绍，这10多年来，随着社会对精神疾病的重视，政府在不断投入人力物力财力，防止他们造成公共安全事件。但是，做精神病患者看护帮扶工作，要先从根本上转变观念，从防范变成友善的服务，切身聆听精神病患的压抑、焦虑等负面情绪，满足他们基本的权益，避免他们身陷求助无门、走投无路的绝境，这是避免恶性事件发生非常关键的一点。2013年5月，精神卫生法开始实施，明确了对精神病患者实行精神卫生工作由政府组织领导、部门各负其责、家庭和单位尽力尽责、全社会共同参与的综合管理机制。而长期关注精神病患者权益保护的公益律师黄雪涛表示，多年前，对精神病患者的看护，主要依靠监护人。但在更多的案例中，在家庭缺乏外界支持的情况下，监护人很难照顾成年精神病患者，也难以保证发病的精神病患者不肇事。为精神病患者服务23年的社工梁树基12月5日接受澎湃新闻记者采访时表示，在对精神病患者的看护和帮扶中，家人的关爱和陪伴非常重要，在多个成功案例中，精神病患者的家人都积极参与其中。梁树基认为，根据目前的信息，在对董某萍的看护中，家人的角色似乎是缺失的。12月6日，澎湃新闻从合肥市公安局及庐阳分局获悉，目前庐阳区分局刑警队正侦办此案，至于嫌疑人的作案动机以及是否申请对其进行精神鉴定等细节，警方未透露，有调查结果将适时发布通报。而上城社区另一名负责人介绍，董某萍独居在上城国际玫瑰苑小区，“（我们和她）在沟通方面，也没有顺畅的沟通”。对于董父的情况，该负责人称，他父亲不居住在这里，社区对其并不了解。目前，社区方面也在等待警方的调查结果。事发小区所属的庐阳区杏林街道上城社区一名工作人员透露，社区对重型精神病患，会摸排、登记建档，和监护人一起管理。自称是董某萍小时候玩伴的妙妙（化名）讲述了另一段经历。她称，董某萍小时候胖乎乎的，大家都挺喜欢和她玩，后来有很长一段时间没有见到她，再见是初中，董告诉她“自己心理出了点问题，治好了才回来上学”。后来便很多年没再见过。直到妙妙结婚时，她才再见到董，但对方已经认不出自己，喜欢自言自语，“在大润发吃东西，有时候会骂人”，没有家人约束。庐阳区政府网站对保障类别有过解释，所谓B类，系短期内收入变化不大的家庭，或家庭成员中有60周岁以上老年人（含60岁）、未成年人和三级以下残疾人（含三级）。而A类的定义是：家庭成员中有重度残疾人以及重病患者并且收入基本无变化的家庭。庐阳区政府网站公布的杏林街道2018年5月城市居民最低生活保障对象花名册中，也有董某萍，当时她的保障类别是B类，保障原因为“精残”，保障金额为753元。记者在上城社区居民委员会办公楼前的公示栏看到，正在公示的7月至12月的低保发放名录中，均有董某萍的名字。她的保障类别为“城保A类”，7月和8月保障金额是892元，自9月起，她的保障金额涨到933元。澎湃新闻注意到，这半年以来，事发小区所属的庐阳区杏林街道上城社区都向董某萍发放了“城保A类”低保。官方公开可查的信息记载，社区曾在2018年5月就向董某萍发放过低保，当时是“B类”。多名居民称，嫌疑人居住在事发楼栋的4层。董某萍从楼顶扔下男童后，李琳回忆起几年前她儿子告诉她的一件事。那天，她儿子回家时遇到董某萍，“我儿子说她就跟在后面，几乎踩着他的脚后跟进电梯。我儿子十几岁了，胆子大，大喝一声‘你干嘛’，才把她吓退了。”“还有一段时间，经常来到店里就问我们‘近亲结婚会怎样，生的孩子会怎样’，天天就问这个问题。”张桦称，董某萍似乎很想和他们聊天。“有一段时间，她经常来店里找我和我老公聊天，说我长得很像她一个同学，非问我要手机号码，我没给她。”张桦妻子称，有一次董某萍向她借用手机，也被她拒绝了。张桦介绍，董某萍的快递收件人不用真名，用“小苹果”代替。她最近的快递记录是9月下旬，在某图书店买了一本“5年高考3年模拟高中数学”书，买了两件衣服，还买了1斤“黄柠檬”。“是她自己买的。”张桦回忆，她经常买一些小东西、小零件，有一次张桦弄丢了她的一个快递，还赔了董某萍几块钱。在张桦的印象中，董某萍每次都是微信付款，她常常来拿快递，报手机号码取。“我们小区就她一个人不太正常。”张桦回忆，在小区里开店的这几年，董某萍来店里买得最多的就是雪糕，不论夏天还是冬天，都会来买，“有时候连着五六天，每天早上我刚开门没多久，她就来了，还都是买四五块钱的那种。”事发没多久，“27栋有孩子从楼顶被扔下来”的消息不胫而走。快递站点的老板张桦听到这个消息后，就预感可能是董某萍所为。更让超市老板和老板娘觉得奇怪的是，董某萍有几次拿着几本书跑来店里，向老板扔下就跑走。老板娘也遇到过类似情况，不过当时她扔下的是几支笔。27栋一楼的超市老板在刚开店时就感觉董某萍和常人不太一样。“我每天开店开到凌晨才关店，她经常接近凌晨的时候，来这里买方便面火腿肠。”这半年以来，事发小区所属的庐阳区杏林街道上城社区都向董某萍发放了“城保A类”低保。有一次，李琳和董某萍同乘电梯上楼，“在电梯里和我讲话，我也听不懂说的啥，她精神不太正常，整天嘀嘀咕咕的。”董某萍经常出门溜达，常去大润发附近。此次15个月大的男童被董某萍带走的蛋糕店，正是在大润发旁边。小区里快递站点的老板张桦和妻子对董某萍印象也比较深。张桦说，董某萍出门经常背着一个布袋包，不下雨也撑着伞，她还常常化妆，“就是化得比较夸张，眼线化得很长，有点吓人，口红涂到嘴唇外，还会打很重的腮红。有时一个辫子扎得要竖起来，有时扎两个，有时满头都是辫子。”多位居民称，董母去世后的这几年，只有董某萍的父亲偶尔会来看她，但并未有人记得她父亲的样貌。李琳曾去过董家几次给儿子裁衣服。闲聊中，她得知董母离异，只有一个女儿，当时正在读大学。那时，李琳没见过董某萍，大约五六年前，董母因病去世，此后便见董某萍一个人独来独往。和董某萍同住在27栋的居民李琳（化名）算是和董某萍交集较多的了。她称，多年前，董母还在世时，和女儿一起住，当时董母在家里开了一个小裁缝店。董母和女儿住的是一居室，加上厨房、卫生间、卧室，面积有40多个平方。董某萍什么时候开始在事发小区居住？一名居民称，很多年前，董某萍父亲曾给母女俩在小区里租了她家的房子，“那时她很会说话，喊我‘姐姐’”。后来，董父给母女俩买了现在住的这套房子。此后，她也就没再和董家联系过。此前，庐阳公安分局通报称，初步查明，11月28日上午，犯罪嫌疑人董某萍在阜阳北路某蛋糕店，趁幼童母亲不备，将其带到案发小区某栋楼顶，随后将其扔下。当日18时许，该幼童经抢救无效死亡。目前，犯罪嫌疑人董某萍已被公安机关依法刑事拘留。12月4日，澎湃新闻记者在事发的庐阳区上城国际玫瑰苑27栋看到，有路人经过时会抬头看向楼顶方向，也有市民驻足拍下照片。那些带着孩子在附近玩耍的小区居民不时议论，互相提醒一定要看好孩子。事发第7天，男童被从楼顶扔下一事在附近的影响仍未淡去。多名居民称，嫌疑人居住在事发楼栋的4层。坠亡男童的家属告诉澎湃新闻，男童父母十分悲痛，家人因担心男童的姐姐过于伤心，还没告诉她此事。事发至今，嫌疑人董某萍的家属还未向男童家属道歉或商量其他事宜，男童家属在等待警方的调查结果。目前，合肥市公安局庐阳分局刑警队正侦办此案，警方未透露嫌疑人的作案动机以及是否申请对其做精神鉴定等细节。此外，董某萍曾在2018年被认定为“精残”，社区向其发放低保。澎湃新闻（www.thepaper.cn）在采访中了解到，董某萍的父母离婚后，父亲再婚，她和母亲一起生活；约五六年前，其母去世，董某萍独居在40多平方米的房子里，只有父亲偶尔来看她。多位居民称，董某萍看上去30岁左右，这几年几乎每天都在小区及周边溜达，没见她做过什么工作。此事事发11月28日上午11点多。近日，合肥市庐阳区一小区内，一名15个月大的男童从18层高的居民楼楼顶坠落。随后警方在事发楼栋带走从楼顶扔下男童的女子董某萍。相关监控视频截图显示，女性嫌疑人身材微胖，带着口罩，男童骑坐在其脖子上。原标题：合肥从18楼顶扔下幼童的嫌犯系低保户，保障原因为“精残”,['129万']
title,content,reading
克里姆林宫：普京拜登将首次使用“受保护视频专线”，谈保密性很高议题,责任编辑：据此前报道，佩斯科夫4日确认，俄总统普京将于7日与美国总统拜登举行视频会晤。同日，美国白宫方面确认了该消息。白宫新闻秘书普萨基在声明中称，双方将讨论包括战略稳定、网络安全和地区问题在内的一系列问题。有报道称，这将是拜登和普京时隔近半年再次对话。今年6月16日，双方在瑞士日内瓦举行了首次面对面会晤。报道称，佩斯科夫在接受俄“第一频道”采访时称：“两国将首次使用受保护的视频专线。此举将使两国总统讨论最重要、保密性很高的议题。早前已经建立专线，但是仅仅进行过工作测试，国家领导人还没有使用过。”【环球网报道】俄罗斯卫星网7日消息，俄罗斯总统新闻秘书佩斯科夫表示，普京和美国总统拜登将首次使用“受保护视频专线”进行会谈。原标题：克里姆林宫：普京拜登将首次使用“受保护视频专线”，谈保密性很高议题,['100万']
title,content,reading
韩国将日本定为“最亲近邻国”？日本不这么认为……,责任编辑：此外，韩日外交官员还针对就被强征劳工和慰安妇问题进行讨论，双方依然争执不下。日方指出，日韩关系继续“处于非常严峻的状况下”，强烈要求韩方“妥善应对”。而韩方则寸步不让，还再次转达了韩方对福岛核污水排海问题的担忧。资料图：韩国在日韩争议岛屿周边海域举行联合防御军演。实际上，韩日双方针对历史问题一直争论不休。近期，韩警察厅长登争议岛屿惹怒日本，双方立场出现分歧，还扰乱了一场原计划在华盛顿举行的美日韩副外长联合新闻发布会，日韩斗气双双缺席，留下美方独自面对媒体。其中，“要求韩方采取合理措施”的意思是，日方主张韩日有关被强征劳工和慰安妇的矛盾，已通过1965年的《韩日请求权协定》和2015年的《韩日慰安妇协议》得到解决，因此，韩国法院否定上述协议做出的裁决，有违国际法，并要求韩国政府重新拿出对策。韩联社对此分析称，岸田文雄的发言可以理解为，日方对于被强征劳工和慰安妇受害者一事，不会妥协。同日，日本首相岸田文雄发表施政演说，在外交方面表示，韩国是“重要的邻国”，日本将基于一贯立场，强烈要求韩方采取合理措施。《韩国日报》分析称，虽然韩日关系因历史问题面临严峻考验，但这也表现出韩国决不放弃改善关系的意愿。白皮书介绍，韩国政府采取双轨基调，分别对待历史问题和与日本在实质性领域推进面向未来的合作，努力稳控并发展韩日关系。资料图：韩国首尔某大型超市海产品售卖区挂出“抵制日货”等标语。中新社记者曾鼐摄据韩媒报道，6日，韩国外交部发布了《2021外交白皮书》，白皮书中解释了韩日关系，并称日本为“最亲近邻国”。资料图：在德的韩国和日本民间团体在柏林勃兰登堡门前举行集会，再次敦促日本政府正式向“慰安妇”制度暴行受害者道歉，并作出赔偿。中新社记者彭大伟摄韩国《2021外交白皮书》中，把日本称为“最亲近的邻国”，韩媒称这显示出改善两国关系的意愿。而岸田文雄发表的施政演说中，只把韩国称为“重要的邻国”，并在历史问题上展示出不妥协的强硬态度，并要求韩国拿出合理措施应对。中新网12月7日电综合报道，6日，韩国外交部发布《2021外交白皮书》，回顾了2020年的外交政策基调和成果，同日，日本首相岸田文雄发表施政演说，同样对韩日关系进行了表述，不过，两国对彼此的定位却显示出差异。原标题：韩国将日本定为“最亲近邻国”？日本不这么认为……,['107万']
title,content,reading
台湾大学教授分享大陆见闻称“变得非常爱国”！赞祖国疫苗好,责任编辑：采写：南都记者杨苓妍”。体验，同时他期待能“坐着动车回同胞一个个刷手机进站，“就我一个人停在旁边，很落后的感觉，拿着票，又拿着台胞证”。苑举正表示，希望岛内居民能直接去明显进步，台湾明显不进步。一个动态，一个静态”。他举例称，在福建搭高铁，眼见苑举正还表示，“的见闻和感受。他表示，此次在甘肃、新疆等地旅游，看到那里的高速公路建设，这一趟走下来“我觉得太伟大了”，“我变得非常爱国”。回到台湾后，苑举正还向媒体分享了他在这样众志成城，团结一心，才能稳住疫情；疫情稳住了，经济就稳住了；经济稳住了，一切就都能够稳住。”看到的情况，好好在课堂上给学生们介绍一下。像之所以成功控制疫情，是因为一直在用科学的态度应对处置。苑举正向南都记者表示，“一定要把这次来疫苗非常好。此前，苑举正在接受南都、N视频记者专访时就曾表示，坚持“动态清零”的防疫政策是对的。株在全球流行，他再次肯定祖国克各地日常防疫的见闻。近期好啊！”他介绍了自己在上海的入境隔离体验，以及在，大赞“祖国的研制的新冠近日，苑举正返台后接受台湾媒体采访时表示，他此前接种了之所以成功控制疫情，是因为一直在用科学的态度应对处置。疫苗非常好，见闻时称，走访大西北让他“变得非常爱国”。此前，苑举正在接受南都、N视频记者专访就曾表示，好”，并在分享到，苑举正在近期返台接受媒体采访时不仅再次大赞“祖国的待了99天。12月7日，南都记者，总共在探亲、旅游并接种今年6月，台湾大学教授苑举正赴原标题：台湾大学教授分享大陆见闻称“变得非常爱国”！赞祖国疫苗好,['6.9万']
title,content,reading
